Episode,Reward,Latency_s,Energy_J,Completion_Rate,Reward_MA10,Latency_MA10,Energy_MA10,Completion_Rate_MA10
1,16.687891602471115,107.20957946777344,0.3539011508212367,0.1888745148771022,16.687891602471115,107.20957946777344,0.3539011508212367,0.1888745148771022
2,16.111790158774827,144.43564548326182,0.41325426865092424,0.18404907975460122,16.39984088062297,125.82261247551763,0.38357770973608046,0.18646179731585172
3,17.19330098508484,130.33594981971777,0.35062982468921966,0.16901408450704225,16.66432758211026,127.32705825691767,0.3725950813871268,0.18064589304624856
4,17.63050530296657,126.8882662125381,0.36352591132705975,0.18362282878411912,16.905872012324338,127.21736024582277,0.37032778887211004,0.18139012698071622
5,16.240118513334867,154.57554626464844,0.3745906253591369,0.14588528678304238,16.772721312526443,132.6889974495879,0.3711803561695154,0.17428915894118144
6,16.437172554464546,116.65227508544922,0.34351641108224695,0.2222222222222222,16.716796519516127,130.01621038889812,0.3665696986549707,0.1822780028213549
7,17.544208299878584,99.58247375488281,0.33541555438089204,0.18758085381630013,16.83499820242505,125.66853372689593,0.3621191066158166,0.18303555296348994
8,17.69341141772587,127.31976318359375,0.35922336624847107,0.17772215269086358,16.94229985433765,125.87493740898317,0.36175713906989837,0.18237137792941166
9,14.550006585528163,153.17015075683594,0.4400760493541327,0.15994623655913978,16.676489491136596,128.9077388920779,0.3704592402125911,0.179879695554937
10,17.200364385252822,125.00862121582031,0.35421589733427594,0.19733333333333333,16.72887698054822,128.51782712445214,0.3688349059247596,0.18162505933277664
11,17.12414397981107,121.7149887084961,0.38641866558612337,0.16582278481012658,16.772502218282217,129.9683680485244,0.37208665740124824,0.17931988632607906
12,17.57650911259422,126.5379409790039,0.3613138429105575,0.18364779874213835,16.918974113664156,128.17859759809863,0.3668926148272116,0.17927975822483275
13,16.35929733045162,130.97996520996094,0.3554323777234734,0.1855541718555417,16.835573748200833,128.24299913712295,0.3673728701306369,0.18093376695968272
14,16.702832530534714,120.62687683105469,0.3253747468972851,0.1748768472906404,16.74280647095765,127.61685943603516,0.36355775368765947,0.18005916881033485
15,17.271687502610195,109.09014129638672,0.34801568741892125,0.19416243654822335,16.845963369885183,123.06831359863281,0.3609002598936379,0.18488688378685295
16,14.05899758564149,179.90590279026407,0.4326899602867001,0.1349112426035503,16.608145873002876,129.3936824726299,0.36981761481408326,0.17615578582498576
17,16.78640197154333,136.05279541015625,0.3609017540815213,0.16708229426433915,16.53236524016935,133.04071463815725,0.3723662347841462,0.17410592986978965
18,17.442111606320857,130.41202615178517,0.35357079784694306,0.1591187270501836,16.50723525902885,133.3499409349764,0.37180097794399336,0.17224558730572165
19,15.908922055070704,144.41928100585938,0.3752493040099481,0.1475,16.643126805983105,132.47485395987874,0.36531830340957494,0.17100096364980769
20,16.372809214546685,131.62725830078125,0.36065190850467127,0.18476903870162298,16.56037128891249,133.13671766837484,0.3659619045266145,0.16974453418663665
21,17.232551348529494,141.4982452392578,0.3792979987307412,0.1915945611866502,16.57121202578433,135.11504332145103,0.3652498378410762,0.17232171182428901
22,17.02962469059826,141.70994567871094,0.3746528670086227,0.1782178217821782,16.516523583584735,136.6322437914217,0.36658374025088275,0.171778714128293
23,17.568859264988927,113.32481060575664,0.34620077283614803,0.19281914893617022,16.637479777038468,134.8667283310013,0.3656605797621502,0.1725052118363558
24,17.389505001890427,145.85183715820312,0.3977766817787751,0.18500604594921402,16.706147024174037,137.38922436371615,0.37290077325029924,0.1735181317022132
25,18.441277951506784,90.62288788780499,0.34120240294894655,0.24279835390946503,16.82310606906369,135.54249902285795,0.3722194448033017,0.17838172343833736
26,17.160585856501115,159.011962890625,0.41719454526901245,0.18274111675126903,17.133264896149658,133.45310503289406,0.370669903301533,0.18316471085310923
27,16.393107406402766,134.8875274658203,0.3790248368655147,0.1519903498190591,17.093935439635604,133.33657823846048,0.37248221157993233,0.1816555164085812
28,17.09093346757969,119.3102798461914,0.3502579844922974,0.18181818181818182,17.058817625761485,132.2264036079011,0.37215093024446777,0.18392546188538106
29,17.077432380589347,109.39344787597656,0.3625677525997162,0.22791293213828426,17.17566865831335,128.72382029491283,0.3708827751034446,0.1919667550992095
30,16.454375319244736,87.09671020507812,0.31814560294151306,0.21447368421052632,17.183825268783156,124.27076548534248,0.3666321445471287,0.1949372196500998
31,17.887381003349915,118.93054962158203,0.3523451163950943,0.1905940594059406,17.249308234265197,122.01399592357491,0.363936856313564,0.19483716947202886
32,17.32245126679053,115.94612121582031,0.3531376384505375,0.2189873417721519,17.278590891884424,119.43761347728585,0.36178533345775554,0.19891412147102622
33,15.524660612436843,131.03675842285156,0.3958710783711484,0.16603295310519645,17.074171026629212,121.20880825899535,0.36675236401125555,0.19623550188792888
34,16.928461925609216,144.8687744140625,0.3651461800415361,0.16748166259168704,17.028066719001092,121.11050198458129,0.36348931383753164,0.19448306355217618
35,17.265065517276792,128.55401611328125,0.37103065848350525,0.22422680412371135,16.910445475578094,124.90361022949219,0.3664721393909875,0.1926259085736008
36,16.737291623576134,124.41876983642578,0.3809586695433299,0.18848167539267016,16.868116052285593,121.44429779052734,0.36284855181841924,0.1931999644377409
37,17.679740504177328,127.79229736328125,0.34409987926483154,0.18251928020565553,16.99677936206305,120.7347640991211,0.35935605605835097,0.19625285747640053
38,17.033318573649044,116.42790175530361,0.36435357381527256,0.23514538558786346,16.99101787266999,120.44653468236629,0.36076561499064846,0.2015855778533687
39,16.479866613927708,98.2841567993164,0.3706229592699987,0.2213225371120108,16.93126129600382,119.33560557470028,0.3615711356576767,0.20092653835074134
40,17.47686798178407,114.82628631591797,0.35329230548847557,0.19300518134715025,17.033510562257757,122.10856318578426,0.36508580591237294,0.19877968806440377
41,18.785277416520525,94.93501281738281,0.33655519775091297,0.22462787550744248,17.12330020357482,119.70900950536434,0.3635068140479549,0.20218306967455396
42,15.749184496342334,90.50348663330078,0.33903478231397993,0.2151394422310757,16.96597352653,117.16474604711239,0.3620965284342991,0.20179827972044628
43,17.69669386350056,119.50822041347683,0.36731593122015055,0.20382165605095542,17.18317685163637,116.01189224617492,0.3592410137191993,0.20557715001502222
44,15.575081966493338,129.86407470703125,0.3966761796387315,0.18840579710144928,17.047838855724784,114.5114222754718,0.3623940136789188,0.20766956346599846
45,18.550062229936316,108.06929016113281,0.3931823645578466,0.22634271099744246,17.176338526990737,112.46294968025695,0.364609184286353,0.20788115415337155
46,17.407675578319928,110.41349929137657,0.3248405576547226,0.2120451693851945,17.243376922465114,111.06242262575203,0.3589973730974922,0.210237503552624
47,17.46941444429295,142.68011474609375,0.41777397116145915,0.227330779054917,17.222344316476676,112.55120436403327,0.366364782287155,0.21471865343755012
48,16.718289407347573,121.23760907497686,0.3829793099885841,0.22846441947565543,17.190841399846533,113.0321750960006,0.36822735590448613,0.21405055682632934
49,15.99096514738814,130.3214670108195,0.38043056081712373,0.19437340153452684,17.141951253192573,116.23590611715092,0.3692081160591987,0.2113556432685809
50,17.201748637923693,128.5493621826172,0.3818244282096323,0.20078226857887874,17.114439318806536,117.60821370382084,0.37206132833131433,0.2121333519917538
51,16.008046947161663,103.84642028808594,0.35420943317725,0.21456953642384105,16.83671627187065,118.49935445089113,0.37382675187394804,0.21112751808339364
52,18.006128033770928,92.91278076171875,0.34225863218307495,0.246684350132626,17.062410625613506,118.74028386373293,0.37414913686085755,0.2142820088735487
53,16.752311961106248,117.4412612915039,0.3438469196548523,0.2103225806451613,16.967972435374076,118.53358795153565,0.3718022357043277,0.21493210133296925
54,17.310376350573193,122.03314208984375,0.3695163503090345,0.18242343541944075,17.14150187378206,117.7504946898169,0.36908625277135804,0.21433386516476843
55,15.177907640670137,118.78081952587529,0.3532087818644028,0.20076238881829733,16.804286414855447,118.82164762629115,0.36508889450201365,0.2117758329468539
56,16.4272485613273,123.20917510986328,0.3866428113338447,0.1861635220125786,16.70624371315618,120.10121520813982,0.3712691198699259,0.20918766820959228
57,16.30414296089193,128.5634002685547,0.3941742088347633,0.22916666666666666,16.589716564816083,118.68954376038592,0.36890914363725624,0.20937125697076725
58,16.242420803948583,117.23418426513672,0.382959062251387,0.21614583333333334,16.54212970447618,118.28920127940191,0.36890711886353655,0.20813939835653508
59,17.65256736295168,112.80752563476562,0.3860583723221585,0.258148631029987,16.70828992603254,116.53780714179652,0.36946990001404,0.21451692130608108
60,18.83011751958192,89.0730972290039,0.3153577893857359,0.22348484848484848,16.871126814198355,112.59018064643519,0.3628232361316504,0.21678717929667807
61,18.06423232401119,95.10503387451172,0.31557333963175604,0.24116161616161616,17.07674535188331,111.71604200507777,0.358959626777101,0.21944638727045557
