Episode,Reward,Latency_s,Energy_J,Completion_Rate,Reward_MA10,Latency_MA10,Energy_MA10,Completion_Rate_MA10
1,-1532.322903948947,28.092545373352852,0.0109538083337412,0.2222222222222222,-1532.322903948947,28.092545373352852,0.0109538083337412,0.2222222222222222
2,-1252.9785420698986,11.22871890847671,0.015235603450734284,0.2796610169491525,-1392.6507230094228,19.66063214091478,0.013094705892237742,0.2509416195856874
3,-996.4214501109337,12.61776435243699,0.008154447993866984,0.3333333333333333,-1260.5742987099263,17.313009544755516,0.011447953259447488,0.278405524168236
4,-1307.7953538077938,19.57655126366048,0.038956115246825185,0.2747747747747748,-1272.3795624843933,17.878894974481756,0.018324993756291912,0.2774978368198707
5,-1048.702457952601,11.89583336067428,0.02044941778890052,0.32599118942731276,-1227.6441415780348,16.68228265172026,0.018749878562813634,0.2871965073413591
6,-994.6549372008673,5.18601744113128,0.0004916958782763802,0.3548387096774194,-1188.8126075151736,14.76623844995543,0.01570684811539076,0.2984702077307025
7,-592.637020788832,0.03880482097943583,0.0016074630385320156,0.51010101010101,-1103.6446665542676,12.662319360101717,0.01369265024726808,0.3287031794978893
8,-617.3129459991366,10.288412443130605,0.006069135635326284,0.45023696682464454,-1042.8532014848763,12.365580995480329,0.012739710920775357,0.3438949029137337
9,-461.7376513775097,0.8722001332860756,0.00025023803510497954,0.4626865671641791,-978.2848070285022,11.088538677458745,0.011351991711256426,0.3570939767193388
10,-263.1518370048231,0.3993197043056134,0.003140701490035204,0.6467661691542289,-906.7715100261343,10.019616780143432,0.010530862689134304,0.3860611959628278
11,-347.5162151926111,1.2828516548248718,0.00013612485904127851,0.6462882096069869,-788.2908411505007,7.338647408290633,0.009449094341664311,0.42846779470130414
12,-237.48875250848167,13.221857244592542,0.0035338892834908936,0.65,-686.7418621943591,7.537961241902218,0.008278922924939973,0.46550169300638905
13,-454.81199362482147,2.0722657041552144,2.5659602342126714e-18,0.5491071428571429,-632.5809165457478,6.48341137707404,0.007463478125553274,0.48707907395877
14,-234.15104517208374,6.6968330080534955,0.001620047585279414,0.6898148148148148,-525.2164856821768,5.19543955151334,0.0037298713593986966,0.528583077962774
15,-156.6104595806612,17.70476470142824,0.04277129756837324,0.7294685990338164,-436.00728584498285,5.776332685588737,0.005962059337345969,0.5689308189234242
16,-389.0898115131628,15.448135937168136,2.5343255987327707e-17,0.6192468619246861,-375.4507732762123,6.802544535192423,0.005912889749518334,0.595371634148151
17,-463.2513927269244,6.229529725721037,0.02098054066839084,0.5132743362831859,-362.51221047002156,7.421617025666583,0.007850197512504218,0.5956889667663685
18,-809.3115125485316,7.645489769057913,0.0023310140235971283,0.4827586206896552,-381.71206712496104,7.157324758259314,0.007476385351331301,0.5989411321528697
19,-442.0943947370266,6.538004459770912,0.0004484474172474015,0.5829145728643216,-379.7477414609128,7.723905190907797,0.007496206289545544,0.6109639327228839
20,-86.65737370127032,0.4646267631225264,0.0006853906942154684,0.8223350253807107,-362.09829513055746,7.73043589678949,0.00725067520996357,0.6285208183455321
21,-214.48580831112534,0.9006646828458541,0.03856413818862571,0.7654867256637168,-348.7952544424089,7.692217199591587,0.011093476542922013,0.6404406699512051
22,-139.17223614387422,0.10649576008360648,0.0027446744579495154,0.8365384615384616,-338.96360280594814,6.3806810511406935,0.011014555060367874,0.6590945161050511
23,-297.52142191524854,0.376158485984149,0.030560359130695942,0.6256410256410256,-323.23454563499087,6.211070329323586,0.014070590973437469,0.6667479043834394
24,-141.62567262470603,0.2509772209678166,0.00020138213179125437,0.84688995215311,-313.9820083802531,5.56648475061502,0.013928724428088651,0.682455418117269
25,-112.55024633796207,2.1183357260502196,0.08314937002012253,0.8302752293577982,-309.5759870559832,4.007841853077217,0.017966531673263585,0.6925360811496672
26,-168.6540267847995,0.543361126407328,0.039146708648765224,0.8586387434554974,-287.53240858314683,2.517364372001136,0.021881202538140104,0.7164752693027483
27,-158.8848046553905,1.9149396191183001,0.016529096900636954,0.8211009174311926,-257.09574977599345,2.0859053613408625,0.02143605816136471,0.747257927417549
28,-33.62236886210905,0.06831778269368463,0.0025732000780031277,0.8687782805429864,-179.5268354073512,1.3281881627044396,0.021460276766805314,0.7858598934028821
29,-105.13473166112848,0.12301422399073195,0.005776208961350891,0.8333333333333334,-145.8308690997614,0.6866891391264217,0.021993052921215665,0.8109017694497833
30,-75.4820991487722,0.15462489215708308,0.038239785976084247,0.8888888888888888,-144.71334164451156,0.6556889520298774,0.025748492449402537,0.8175571558006011
31,-36.42795660526075,0.430247994731462,0.002461404427246458,0.9271844660194175,-126.90755647392514,0.6086472832184382,0.022138219073264614,0.8337269298361711
32,-217.4222731326257,0.6966432331865865,0.014955274855151695,0.847926267281106,-134.73256017280028,0.6676620305287362,0.023359279112984833,0.8348657104104357
33,-94.54133288029153,0.308016563175329,0.00038696053580109056,0.8375634517766497,-114.43455126930458,0.6608478382478541,0.020341939253495346,0.856057953023998
34,-3.0085144280850784,2.0835484013851335,0.0031915530052090023,0.8553191489361702,-100.57283544964248,0.8441049562895859,0.02064095634083712,0.856900872702304
